transcript_id,SRR1839791,SRR1839792,SRR1839793,SRR1839793,SRR1839794,SRR1839795,SRR1839796,SRR1839797,SRR1839798,SRR1839799,SRR1839800,SRR1839801,SRR1839802,SRR1839803,SRR1839804
NR_104246,499,0,0,0,229,434,0,368,191,0,216,322,232,384,324
NM_001035507,100,11,124,124,54,127,232,19,165,22,94,35,212,32,91
NM_001134693,2442,7114,5767,5767,2725,4838,6537,3365,3966,2867,2373,3187,3500,2885,3315
NM_001330484,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
NM_032604,39,0,15,15,42,25,22,4,19,32,19,12,31,8,36
NM_013388,2390,1812,1418,1418,2577,1697,2434,1354,1876,1300,889,1389,1614,604,1669
NM_001330485,311,90,86,86,39,288,107,10,51,142,246,76,11,130,153
NM_001330486,261,198,110,110,100,114,0,233,86,0,212,137,80,137,103
NR_138479,106,46,134,134,65,69,196,2,39,125,361,9,99,0,84
NM_001330487,12,22,16,16,31,20,0,9,78,0,53,35,13,95,49
NM_032546,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0
NM_187841,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_003353,104,81,38,38,109,29,26,22,26,28,53,26,26,15,38
NM_002437,1282,868,614,614,1261,1161,1248,822,1059,805,999,1010,1051,734,1112
NM_001306079,0,0,0,0,0,0,0,126,0,0,0,0,0,0,0
NM_021095,1249,669,473,473,1207,898,1072,361,765,611,752,848,656,461,812
NR_028323,157,45,19,19,215,77,103,75,70,50,114,88,75,47,72
NM_001170795,1219,2058,1297,1297,1207,1364,1727,1048,1124,791,901,1118,1169,746,929
NM_016085,705,914,557,557,702,434,570,321,458,453,334,517,394,332,519
NM_004341,2798,1265,931,931,3643,1569,2384,760,1554,1310,1855,1467,1454,1033,1969
NM_001318968,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0
NM_001318967,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4
NM_001267059,0,0,0,0,0,0,0,0,0,0,0,0,42,0,0
NM_001267061,0,0,8,8,0,0,0,0,0,0,0,119,0,0,0
NR_049784,0,0,0,0,254,149,318,15,0,67,0,0,0,0,216
NR_049786,0,0,0,0,0,28,0,0,15,0,0,71,0,0,0
NR_049787,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NR_049788,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_001035521,2786,0,1041,1041,4040,0,3781,2000,0,1911,1138,0,2022,2038,3105
NM_001318909,1242,1762,10,10,35,1,61,0,44,21,48,5,17,11,59
NM_001521,180,0,2,2,249,3163,121,99,2475,71,1571,2268,465,39,325
NR_038427,4,0,0,0,11,0,0,0,0,7,6,0,3,2,9
NM_001034116,566,209,264,264,667,592,590,478,426,451,95,180,394,166,453
NM_015636,261,249,182,182,434,139,259,147,377,201,126,87,352,236,476
NM_001318969,210,308,90,90,30,130,134,23,119,56,177,258,183,0,0
NM_001318966,32,0,1,1,22,19,29,1,1,18,92,127,7,92,26
NM_001318965,21,33,6,6,18,30,48,33,23,19,176,155,31,62,20
NM_172195,16,31,6,6,19,28,68,34,21,10,176,150,17,65,37
NM_001267060,32,0,3,3,0,184,0,0,0,0,18,32,0,0,0
NM_014748,8127,7652,5125,5125,7711,4183,7750,5463,6637,3640,4888,4930,5295,3035,5980
NR_049782,36,12,2,2,0,2682,21,5,62,789,208,14,7,91,16
NR_049783,32,6,10,10,27,35,80,15,12,0,32,2,26,21,7
NR_049785,0,32,0,0,69,104,1,0,16,0,0,0,0,128,0
NM_001201459,52,397,281,281,267,242,110,22,412,218,207,99,250,139,312
NM_144631,1060,451,396,396,928,565,705,445,283,337,405,545,288,227,259
NM_177983,4767,3571,2354,2354,4825,4167,4569,2586,3598,2489,3081,2912,3182,2056,3581
NR_002201,34,69,34,34,51,47,79,159,97,53,78,38,70,41,39
NM_001271289,0,0,0,0,0,0,0,0,0,0,0,0,8,0,7
NM_032266,18,0,11,11,16,35,18,20,12,9,11,10,3,13,20
NM_001271287,285,0,0,0,282,221,593,0,1307,0,1156,0,925,1156,1225
NM_001271288,77,0,0,0,26,0,0,0,0,0,80,0,0,260,144
NM_001271286,6,0,0,0,26,0,19,77,0,0,0,0,27,0,0
NM_001271318,6,533,507,507,0,11,0,0,9,934,6,0,7,13,8
NM_032434,2134,0,0,0,2133,1484,1992,1054,0,0,294,1345,777,66,1150
NM_001321359,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_001321361,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_022823,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_001486,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_001321357,226,67,1616,1616,0,324,0,0,102,1473,82,0,0,0,0
NM_001321362,3801,0,0,0,2967,0,2139,1215,0,0,0,0,0,394,0
NM_013392,2580,5773,0,0,3284,5299,4745,3575,5235,0,4153,3932,4682,2043,5058
NM_001321358,14,6,0,0,8,4,3,0,2,3,3,3,3,3,6
NM_001321363,4,0,2048,2048,20,180,28,34,0,1768,70,125,206,43,117
NM_001168364,9,75,6,6,0,5,0,61,35,68,8,66,0,39,26
NM_173853,125,25,108,108,114,1,89,0,5,0,65,9,38,5,31
NM_001321325,12,33,0,0,70,64,0,0,0,0,15,15,20,2,23
NM_015662,723,204,162,162,792,438,479,178,345,322,345,271,386,342,516
NM_145330,114,30,114,114,107,151,181,56,110,54,71,91,96,75,107
NM_004891,68,146,126,126,74,191,168,62,163,59,57,136,144,76,141
NM_001145047,0,0,0,0,0,0,232,0,0,0,0,0,0,0,0
NM_001145048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_001145049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NR_026735,0,0,0,0,148,25,15,0,0,0,0,0,26,0,0
NM_001282731,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_001282732,0,0,0,0,0,0,71,0,0,47,0,0,0,0,0
NM_024584,50,0,0,0,0,0,70,0,0,0,0,0,0,0,0
NM_001142683,26,0,8,8,41,63,0,14,36,15,33,11,25,51,54
NM_007266,900,348,273,273,597,984,815,413,713,301,461,574,821,515,981
NM_014860,1463,571,78,78,1835,1059,1764,422,855,356,403,773,1146,950,1689
NM_001282730,574,32,106,106,229,327,166,449,229,40,416,270,192,182,241
NM_001282729,205,0,251,251,161,146,66,0,7,474,339,186,135,196,131
NM_018158,1301,317,216,216,1190,858,1114,706,892,434,661,769,930,599,1241
NM_022128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_001329112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_001329115,0,0,0,0,0,0,0,0,0,7,18,0,0,0,0
NM_199193,0,0,10,10,0,36,0,0,0,67,61,0,94,0,53
NM_199194,0,0,45,45,74,31,0,0,0,0,98,0,123,0,30
NR_137437,0,94,0,0,0,0,0,0,0,0,0,0,0,0,0
NR_137439,0,0,4,4,0,66,26,12,0,0,0,0,0,0,0
NM_001287580,40,53,26,26,38,34,35,32,29,33,28,30,32,30,28
NR_028308,25,43,22,22,19,14,3,7,11,8,16,20,8,12,20
NM_004899,384,502,247,247,254,390,494,247,199,192,106,485,164,146,119
NM_199192,70,364,0,0,0,176,311,136,231,0,67,22,98,85,56
NR_137440,25,10,25,25,60,29,27,15,21,16,30,12,7,4,17
NM_001329113,4,0,57,57,103,36,0,6,0,0,109,6,142,6,35
NM_001329114,4,0,6,6,0,3,27,0,7,12,62,3,1,0,0
NR_137438,3,5,2,2,121,14,2,0,8,26,45,3,2,12,30
NM_199191,1383,883,775,775,1265,1587,1551,1289,1037,1061,852,1049,555,657,1298
NM_001261840,54,0,30,30,21,0,0,123,0,0,0,0,0,0,21
NR_036230,3,0,0,0,2,1,1,0,0,0,0,2,1,0,3
NR_120504,7,5,5,5,7,4,7,0,1,17,3,0,0,0,2
NR_038319,32,89,17,17,43,28,53,28,17,22,46,43,17,25,41
NR_145832,0,0,0,0,0,9,11,0,0,0,0,6,11,0,0
NR_103831,13,0,0,0,6,6,0,0,0,0,0,0,0,0,0
NM_005253,23505,6822,4609,4609,18144,11190,12465,9557,5585,3695,9656,4839,8321,5919,11327
NM_001170585,0,265,0,0,19,0,0,0,0,0,0,0,60,0,0
NM_153021,1659,3296,1377,1377,3067,2372,2140,1946,705,416,1212,450,673,822,1431
NR_138141,146,0,67,67,25,4,28,327,93,0,26,56,149,28,58
NM_001008779,0,0,0,0,0,15,5,0,0,0,0,10,2,0,0
NM_182756,40,0,3,3,40,20,0,14,23,8,25,13,20,16,33
NM_001142634,15,0,6,6,0,0,40,0,0,0,0,0,0,0,0
NM_017910,309,14,39,39,274,231,205,119,164,73,121,148,220,172,232
NM_206876,1578,522,0,0,85,0,475,0,1322,0,0,0,0,0,0
NM_002709,9649,462,1100,1100,5978,5865,5880,2960,1825,1674,3639,2415,5921,4893,6704
NR_003074,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NR_002741,0,0,0,0,2,0,0,0,0,4,0,0,0,0,0
NR_145755,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
NM_015131,972,98,74,74,740,551,740,207,355,232,309,398,605,648,810
NM_001321538,0,0,0,0,3,0,7,127,10,0,0,0,0,21,33
NM_001321539,0,0,0,0,174,119,0,0,152,0,0,0,134,0,0
NM_199280,566,64,100,100,53,112,258,23,107,120,110,130,51,87,266
NM_001287528,0,0,0,0,0,0,20,16,32,0,0,0,0,0,0
NM_001287527,0,0,0,0,0,0,65,0,9,0,0,0,0,0,1
NR_109844,32,0,0,0,14,76,0,0,0,46,11,39,16,58,20
NM_024692,1510,91,52,52,1082,501,1028,261,364,269,365,409,742,563,1257
NM_001353765,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NR_136317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_004304,11,0,0,0,1,0,0,0,0,0,7,0,0,0,3
NM_016061,3872,1323,931,931,2408,3338,3508,2207,1978,932,1650,1598,2098,1959,2322
NM_001127400,337,0,0,0,356,332,699,248,172,0,68,0,556,94,78
NM_001127399,101,0,15,15,60,72,192,28,42,0,0,30,30,54,50
NM_001127401,25,37,35,35,32,134,37,40,6,29,17,61,19,20,40
NM_030915,15192,4511,2740,2740,16434,7345,12807,4620,6015,6762,7409,7717,8475,7215,13096
NM_144575,15,0,11,11,0,0,0,0,0,0,0,0,0,0,0
NM_001002257,0,0,0,0,96,494,809,0,0,0,376,0,0,0,489
NM_182551,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_001304445,419,128,114,114,332,83,0,208,180,215,14,319,22,389,3
NM_001304446,120,0,0,0,158,0,3,0,155,0,0,0,379,0,5
NM_001253827,0,0,0,0,0,0,0,0,0,0,0,0,0,54,0
NM_001253826,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_001329095,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0
NM_001329096,0,206,0,0,17,4,183,266,87,15,7,101,149,0,124
NM_001329097,0,0,0,0,0,71,0,0,0,0,39,0,0,19,0
NM_024572,333,0,745,745,273,128,0,0,0,0,318,0,0,0,0
NM_001321270,30,0,6,6,16,20,18,0,12,0,18,0,18,17,20
NM_001145122,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_014600,1089,479,248,248,1013,695,1392,351,541,324,584,524,495,429,613
NR_135587,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0
NM_001321210,57,23,29,29,39,49,37,0,19,55,48,14,26,29,40
NM_032574,22,7,0,0,59,6,66,120,11,73,19,0,0,4,2
NR_135585,4,0,0,0,0,0,0,0,0,0,0,0,0,0,2
NM_001321209,69,207,140,140,70,172,145,0,159,0,74,131,180,92,110
NM_001301833,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0
NM_001301852,0,0,0,0,0,0,0,0,0,0,0,0,12,0,219
NM_001371913,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_001371914,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_001371916,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_001371917,0,0,0,0,0,9,0,0,66,0,0,0,18,0,0
NM_001371918,0,0,0,0,5,0,0,4,4,0,0,0,20,0,0
NM_001371920,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_001371921,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0
NM_001385196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_015955,0,0,0,0,489,0,0,3,0,0,322,0,0,0,0
NR_126034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48
NR_163995,0,0,0,0,0,0,0,0,0,0,0,0,0,15,1
NR_163996,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0
NM_001371915,614,492,428,428,586,242,256,432,422,411,252,465,522,454,513
NM_001137602,912,0,0,0,0,650,850,0,0,0,0,0,0,0,0
NR_163997,16,0,9,9,307,30,13,0,65,23,112,67,149,54,144
NM_001371912,11,0,0,0,5,0,0,24,0,0,3,65,33,17,2
NR_163998,4,0,0,0,0,7,0,0,11,0,0,0,23,4,0
NR_126032,3,0,0,0,38,7,0,0,28,0,65,0,0,17,0
NM_014946,1532,159,200,200,1241,901,1587,624,668,315,355,573,737,959,844
NM_199436,319,0,0,0,0,0,0,0,4,0,0,0,0,0,0
NM_001363875,308,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_001363823,158,0,0,0,408,333,0,0,0,0,394,0,368,0,670
NM_001377959,82,0,0,0,2,0,6,0,0,0,0,0,36,0,0
NM_001193515,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_001193513,0,0,0,0,6,0,1174,0,0,0,0,565,169,3,0
NM_001330476,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80
NM_001199139,0,0,0,0,13,0,0,0,22,0,16,0,35,0,0
NM_001302504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_001193514,1,0,0,0,0,0,0,0,0,0,32,0,0,0,0
NM_017964,798,0,0,0,1310,0,0,559,0,0,0,0,812,855,621
NM_001330479,790,232,180,180,6,120,129,0,0,377,603,33,4,0,740
NM_001330477,5,0,0,0,0,872,0,0,570,0,0,0,0,0,2
NM_001330478,3,0,0,0,0,0,0,0,0,0,0,0,12,0,7
NM_021209,1047,18,917,917,406,70,1954,30,662,641,334,626,666,114,889
NM_001199138,1381,1092,11,11,1673,2066,1382,1642,877,3,1248,695,1013,893,862
NM_032312,7954,3127,2280,2280,6676,2959,3328,2032,1684,1267,3027,1763,2600,2447,3765
NM_001193509,0,0,0,0,136,109,0,22,57,0,16,0,33,23,29
NR_039922,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_017735,380,99,85,85,316,250,525,179,192,158,190,337,355,274,424
NR_030285,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
NR_125793,0,0,0,0,0,0,0,0,0,3,4,0,0,0,9
NM_016252,6511,423,431,431,5442,3993,5135,1870,2252,1443,2680,2086,3315,3623,2424
NM_001378125,1199,0,0,0,1469,332,1074,0,0,75,98,269,207,277,3201
NM_000627,0,0,0,0,0,0,50,0,0,0,0,0,0,155,156
NM_001166264,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0
NM_001166266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_206943,187,45,23,23,136,157,299,98,76,21,91,98,97,0,0
NM_001166265,73,0,2,2,17,0,0,0,0,0,0,0,0,0,0
NR_037631,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
NM_001349975,0,180,69,69,0,3,374,76,281,173,0,0,315,0,0
NM_001349978,0,0,0,0,8,0,0,0,0,0,8,15,66,14,0
NM_170672,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0
NM_001349979,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_001139488,0,0,0,0,0,167,0,0,0,0,0,0,0,0,420
NM_001349976,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140
NM_001349980,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0
NM_001349981,0,0,0,0,0,212,0,0,0,0,0,0,0,0,0
NM_015376,0,0,0,0,0,70,0,0,0,0,0,0,0,0,2
NM_001304538,0,0,0,0,4,0,0,0,0,0,0,0,0,0,6
NM_001349977,265,0,0,0,393,0,0,0,0,0,251,329,0,437,9
NR_146505,50,0,18,18,52,34,26,10,29,14,44,22,38,49,60
NM_015475,823,132,125,125,633,533,708,336,418,302,417,377,480,548,672
NR_126403,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NR_132381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NR_003143,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0
NM_016441,449,51,41,41,320,124,167,84,65,77,137,123,168,163,395
NM_005102,727,0,119,119,677,663,787,398,525,251,355,327,423,429,516
NM_001042548,278,130,3,3,27,119,8,9,12,32,63,33,239,13,143
NM_001177969,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_001177972,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_001177970,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_001177971,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_001328661,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_053276,20,0,17,17,3,9,22,0,20,0,5,5,0,0,41
NM_003162,4072,430,324,324,2953,2057,2563,1188,997,670,1445,997,1998,2096,3113
NM_019024,3139,358,258,258,2959,1906,2700,718,1147,772,1386,1090,1538,1937,2914
NM_001278505,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_001322249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_001371856,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_001371858,0,0,0,0,0,0,0,0,0,0,0,0,0,0,208
NM_001371859,0,0,0,0,0,8,0,0,0,0,0,0,2,21,0
NM_001371860,0,0,0,0,21,220,0,0,0,0,0,0,0,0,8
NM_001371861,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_001371862,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_174931,0,0,0,0,0,0,0,0,0,0,0,0,368,0,0
NR_163987,0,0,0,0,0,12,0,0,0,0,0,0,0,38,0
NM_001135652,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NR_163986,687,104,60,60,462,126,353,143,157,111,285,206,3,362,273
NM_001135651,4467,1394,1107,1107,0,4078,5204,4635,12132,2071,4444,2999,3409,1899,4167
NM_002759,4,0,0,0,1472,0,0,17,7,0,0,0,0,0,3
NM_001367551,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_001032377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_001322374,0,0,0,0,0,0,0,0,673,0,0,0,0,0,0
NM_001322375,0,0,23,23,38,40,96,0,16,0,0,0,56,92,52
NR_146405,0,0,0,0,0,0,0,0,0,0,0,55,0,0,0
NM_001083946,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_001350024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_001350025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NR_146401,0,0,0,0,0,0,0,0,0,0,0,6,113,89,0
NR_146404,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NR_146407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NR_146410,0,0,0,0,0,0,0,0,96,0,0,0,0,0,0
NR_146408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_001322376,708,0,0,0,0,0,0,0,0,0,0,611,0,0,0
NM_001322373,437,425,370,370,1283,538,853,549,13,640,570,162,674,733,916
NR_136316,33,0,0,0,14,0,20,0,0,0,6,13,9,0,32
NM_005760,866,98,114,114,428,258,771,152,388,90,249,278,592,413,552
NR_146402,32,29,0,0,74,22,38,12,13,0,25,4,105,26,81
NR_146403,314,85,0,0,207,181,314,0,30,0,304,125,24,183,352
NM_001350027,135,0,0,0,0,0,0,0,3,0,0,0,0,0,0
NM_144736,76,0,0,0,0,0,169,0,10,0,0,2,43,6,0
NR_146409,294,13,53,53,307,100,158,101,39,107,130,86,115,145,260
NR_146406,95,22,57,57,101,18,41,144,15,139,24,27,64,47,91
NM_005813,2297,279,202,202,1954,1373,1753,519,935,422,884,858,1588,1454,2150
NM_012413,8401,4509,3133,3133,9192,8707,8938,7902,3602,2426,5413,4317,5966,2736,4541
NR_110012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NR_110011,154,80,149,149,284,227,188,256,118,32,194,72,217,96,60
NM_001371570,0,0,0,0,0,0,1508,0,750,0,0,0,0,1526,0
NM_001270438,0,0,0,0,0,0,0,0,0,0,11,78,0,0,0
NM_001270436,0,0,0,0,0,0,0,0,0,4,29,9,0,0,0
NM_001371569,0,0,5,5,6,318,0,0,0,396,0,0,0,0,0
NM_006449,11197,1707,963,963,9008,7160,5217,4973,2445,1377,5715,3439,6703,2449,5306
NM_001270437,66,0,0,0,54,10,13,0,17,0,15,4,9,7,10
NM_001322212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_001322211,0,0,7,7,37,116,0,0,13,0,0,0,1,0,0
NM_001170792,0,0,0,0,0,0,52,53,0,31,25,27,0,48,5
NR_102712,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_001170793,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_001170791,74,25,22,22,28,0,0,0,57,0,0,0,81,0,75
NM_144713,7,0,0,0,4,0,0,0,6,0,0,0,0,0,0
NM_000104,4224,226,188,188,2415,1758,1200,623,747,227,831,614,914,1221,1631
NR_027252,79,54,34,34,48,115,109,68,32,5,57,41,36,32,47
NM_001330461,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_022374,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_001308076,0,12,0,0,0,42,43,0,0,0,0,27,0,0,0
NM_001330459,0,0,0,0,0,0,0,0,0,21,9,0,0,0,3
NM_001330460,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_001330458,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_001330462,0,26,0,0,0,138,195,36,0,51,62,82,210,0,0
NM_001135673,613,0,0,0,580,0,0,0,181,0,0,0,0,487,560
NM_001330463,373,0,0,0,142,0,0,0,71,0,0,0,0,105,154
NM_001330464,179,110,76,76,31,266,481,225,3,156,348,164,283,81,58
NM_138394,626,198,163,163,536,624,726,313,222,171,323,354,609,464,302
NM_001142650,375,15,0,0,310,52,6,17,191,9,36,25,37,0,295
NM_024775,254,226,137,137,403,301,340,140,268,214,213,221,243,195,288
NM_138801,1114,504,502,502,1075,857,1084,487,990,390,492,772,689,447,809
NM_001031684,2891,390,441,441,1507,1316,1774,508,1135,630,844,884,1739,1353,2087
NM_001363802,227,49,0,0,508,403,244,173,40,0,130,123,57,349,330
NM_001195446,185,0,58,58,303,262,195,150,111,110,113,107,43,195,200
NM_001145451,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_001367623,0,0,0,0,0,8,16,0,4,0,0,0,10,21,0
NR_028386,9,0,4,4,10,0,11,7,12,2,4,7,12,0,3
NM_001145450,0,0,0,0,13,12,0,0,0,0,0,0,13,0,0
NM_198963,1000,180,205,205,822,1043,1192,470,702,286,560,618,880,569,1032
NM_001329963,14,0,0,0,0,0,0,0,0,0,4,0,0,9,0
NM_001382394,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_001382395,1973,0,0,0,1412,1140,2019,729,0,0,1166,1064,1541,1796,1596
NM_005633,1940,204,216,216,1569,864,608,140,1022,695,121,34,208,38,1265
NM_001167959,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_152390,22,0,3,3,6,0,25,0,0,0,9,22,8,0,7
NM_001321469,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_001321470,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_001321474,0,0,0,0,51,0,0,0,0,0,47,0,0,0,0
NM_001321477,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_001321478,0,0,0,0,0,64,0,0,49,0,0,0,1,9,30
NM_001321479,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_001321480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_001321481,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NR_028102,0,0,0,0,0,0,0,0,0,0,0,0,30,29,0
NR_135660,0,0,0,0,0,0,10,0,0,0,0,0,1,0,14
NR_135661,0,0,0,0,57,3,0,0,1,0,19,0,19,0,0
NR_135662,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NR_135663,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NR_135664,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_025264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NR_135659,140,36,31,31,12,62,130,36,53,70,31,97,65,110,163
NM_001321468,100,0,0,0,0,0,0,0,0,0,13,0,0,0,0
NM_001321475,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_003618,289,0,20,20,186,118,185,72,75,55,82,100,129,185,210
NM_001270425,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NR_037875,15,0,0,0,19,0,0,0,4,4,6,11,23,6,14
NM_138370,14,0,6,6,5,5,12,0,0,3,0,0,4,0,7
NR_038441,0,45,0,0,0,5,12,0,0,0,5,0,5,0,0
NM_001112800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_001252624,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_001351485,0,0,0,0,53,0,0,0,0,0,0,0,633,0,0
NM_001351488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_001351492,0,0,0,0,0,0,0,0,0,0,0,0,85,0,0
NM_001351483,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0
NM_001351484,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_001351487,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_001351490,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_001351491,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_001112802,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_001372263,3,0,0,0,0,0,0,0,0,0,0,0,2,2,7
NM_021097,1,138,300,300,609,838,1072,168,514,422,0,419,104,5,9
NM_001351494,1981,0,0,0,0,0,0,0,0,0,0,0,0,1037,1421
NM_001351493,255,110,0,0,255,468,0,806,0,0,0,0,0,0,0
NM_001351486,66,0,0,0,743,14,0,0,0,0,0,0,0,3,0
NM_001112801,9,0,0,0,0,95,840,0,382,0,1424,259,128,204,330
NM_001351489,15,0,0,0,0,53,0,0,0,0,10,9,0,5,8
NM_001319036,0,0,0,0,29,271,0,0,0,6,0,0,8,0,22
NM_001319037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_001319038,14,0,9,9,31,32,0,0,0,0,23,24,0,0,0
NM_004718,885,694,592,592,1121,1060,1718,853,805,749,592,743,1205,738,898
NR_134947,536,21,1,1,1,69,0,0,0,0,0,3,0,0,4
NM_001319040,201,138,48,48,0,205,0,0,232,0,79,29,0,66,0
NR_134948,10,0,0,0,2,0,8,0,15,0,15,0,13,8,19
NM_001145076,0,0,150,150,0,0,0,0,0,0,0,0,0,0,0
NR_110584,48,24,12,12,34,18,20,32,15,32,26,26,39,37,28
NM_019063,6247,402,375,375,4931,3942,4741,1645,1474,1179,2117,2275,3503,3874,5121
NM_001282755,0,245,0,0,0,118,57,286,0,282,0,321,0,0,0
NM_001282756,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0
NM_001330444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
